id,text,class,sentiment,label
600,As far my experience with dr tay from the beginning is she’s an extremely friendly doctor. She helped me alot with my health and she fulfilled my needs during my time in the hospital. She makes sure that I’m fully recovered before I sends me back home. Nurses were very helpful and friendly too.,,,1Positive#Staff
601,"Firstly I would like to thanks Ms Syamsul Azlina for her warmth and friendly attitude once we step into the  ward. Next I would like to thanks Ms. Keitling who always there through out the labour process and keep us calm all the time. I would like to thanks to Ms. Hibriyah for her help in our ward. Nevertheless we would like to thanks Dr. Hanisah for her guidance and patience that made the delivery process so easy and fast. Personally I would like to express my gratitude to all nurses,doctors & admission staff who help us through this journey. Pantai Hospital Ayer Keroh is the  best!",,,1Positive#Staff
602,"Thanks to Dr,CK Leong and all the caring and helpful nurses for the excellent service.",,,1Positive#Staff
603,"Thanks to Dr Hanisah for her good service… all the services are good and satisfied… the staff nurse also , Nur Hibrah is very helpful and kind.. i recommended both of them and can repeat their services again next time",,,1Positive#Staff
604,Thank you Dr Lim Eng Seng and all the nurses for the excellent service.Keep it up.,,,1Positive#Staff
605,Good service by all the labour room staff nurses and also by Dr Idayu.,,,1Positive#Staff
606,"My experience here with Dr Abu Bakar have been good and positive over the past 3 years coming here for check ups on my fits. The nurses (Saro, Wendy and Nadia) here are very helpful and kind. Only thing that can be improve is meeting the doctor based on appointments instead of first come basis since some patience travel from different state.",,,1Positive#Staff
607,Very friendly type nurse. Dr. Kavitha is so amazing.. Explain well..,,,1Positive#Staff
608,I would like to thank to Dr Yang JR for his assistance to release my pain I am suffering. My special thank to Customer Relations Ms Sharon for her prompt action and assistance given to me.I truly appreciate her caring service to me. Thanks also to all the friendly staff in the ward too.,,,1Positive#Staff
609,"Thank very much Cardiologist Datuk Dr. Izham.
Easy to understand the explanation. Action plan and treatment",,,1Positive#Staff#Treatment
610,All the staffs especially nurses give excellent service & treat my boy nicely. Dr Lee is a very good Specialist. Overall very good.,,,1Positive#Staff#Treatment
611,Thank you Datuk Dr Low TS and all the nurses for the good service for my husband.,,,1Positive#Staff
612,My third experience deliver baby at Pantai Hospital Ayer Keroh with Dr Hanisah. Everything going smooth and well. The doctor very good and supportive also the staff very helpful. 5 star to all their have give to me. Thank you..,,,1Positive#Staff
613,"My dad was admitted in Surgical ward 1 for 14 days. All the nurses here are very friendly and helpful. Special thanks to Dr Tay (Cardiologist), Dr Yeow Chai (Orthopedic) and Dr Chow (Nephrologist). They are very professional and always seek for the best solution while treating my dad. Customer relation Sharon was very helpful during my stay as well.
Overall, good experience here. Thank you again to all the nurses and ward attendants.",,,1Positive#Staff#Treatment
614,Thank you For good service from all staff,,,1Positive#Staff
615,Thanks to Dr Lim Eng Seng for the good treatment and surgery done on me and thanks also to all the friendly and helpful nurses who took good care of me while I am in the ward.The room is so spacious and clean with good view.,,,1Positive#Facilities#Staff#Treatment
616,Very good hospitality & cares from support team nurses & doctor. They give fast respond & very helpful,,,1Positive#Facilities#Staff
617,Good service and big thanks for all staff nurses and doctor in caring my son..,,,1Positive#Staff
618,"Dr Raj professional and good . Explained all in detail .
Nurses helpful , provide medicine on time with smiling face even with face mask . Room clean and the cleaner friendly .
Food - poor service . Once i inform customer service staff , she manage to called the incharge of food service to do service recovery .
Thank you to all the staff in surgical ward for good service .",,,1Positive#Staff#Treatment
619,Very good service. Thanks dr hanisah and o and g ward nurses.,,,1Positive#Staff
620,"Have a great experience in labouring here. Thank you so much Dr Vishnu for the first checkup until delivery.
Nurse in labour room is also very helpful. A big thanks to labour room staff , senior staff Noorsohaila,  azilah, shuadah, kaetling, rashidah, shahanim, silvia and sister Martini. very helpful, very kind. Thank you so much",,,1Positive#Staff#Treatment
621,Thank you Dr Loh Thim and all the friendly nurses for the excellent service.,,,1Positive#Staff
622,All in order and the service good . Mr Nurarif really helpful  and  responsiblity staff. Overall all staff good and caring staff. About my doctor Ravi superb. Thanks for everything.,,,1Positive#Staff
623,"The food are healthy and have good choices for selection. My son refuse to take medicine, the nurses here are very helpful and productive.
Finally, would like to thank Dr Lim Bee yoo (Peadiatrician) made professional decision and educate alot of information",,,1Positive#Staff
624,Came here in the morning with hubby for a medical appointment and we received some surprises - two handsome men were pushing a free drink trolley and offered everyone a free drink with a pack of biscuit. …,,,1Positive#Facilities
625,Thank you Dr Chow and Dr Yeow Chai and all the nurses for the good service,,,1Positive#Staff
626,Nice ward with good and very dedicated nurses..also many thanks to Dr Hayati,,,1Positive#Staff
627,"I really love this hospital. The accommodation is quite good and the service is high quality one. I've had a really great experience giving birth in here. Special thanks to Syamsul Azlina and Nur Fai'zun, who took care of me for the whole process. And a really big thank you too to Dr Nur Hidayu who incharge in my delivery. I can't imagine how I would be if they're not there to help me. Thank you pantai hospital for this unforgettable experience highly recommended",,,1Positive#Facilities#Staff
628,Thanks to dr sani and dr loh thim and all the nurses for the good service,,,1Positive#Staff
629,"Thank you Dr Tay MH abd all the ICU staff for the excellent service and care.Special thanks to staff nurse Nurul Izzati,Norhidayah and Nurul Huda for their friendly and attentive care.Keep it up.",,,1Positive#Staff
630,Came here to accompany parents to meet with Dr. Abu Bakar for treatments. The doctor gives a very insightful explanation on what my parents conditions are throughout their treatment progresses. All the services provided by the doctor and staffs are very good and friendly. Recommended,,,1Positive#Staff#Treatment
631,thanks you dr khairulsaleh and all the nurses for the good service,,,1Positive#Staff
632,"Thanks the Dr. Lim Eng Seng for the surgery done on me, thanks to all the nurses for their gentle caring",,,1Positive#Staff#Treatment
633,"Good environment, comfortable single room, nurse in paediatric ward sooo helpful. Dr Lim Wei Tsair is the best",,,1Positive#Facilities#Staff
634,"Well... Good hospitality.. Great staff n nurse. Thanka to Dr Fuad, Dr Rangsen & team. Hopefully my back pain and legs recover soon.",,,1Positive#Facilities#Staff
635,Dr Vishnu explained well to me . nurses here helpful and caring . I'm impressive with all the services. Keep a good job!!,,,1Positive#Staff
636,Thanks for Mr Shankar hospital very good service and really happy thanks to nurses,,,1Positive#Staff
637,Thank you Dr Ong PK and all the nurses and student nurses for the good service.,,,1Positive#Staff
638,"I want to thanks to all of you especially DR HANISAH and DR anesth (DR Lee if im not mistaken) because treat me very well, and very patient and give me your warm heart, and your kindness, i wish all the best to all the staff nurse in ward gynae and obstetrics, especially SRN Liyana, puan ramlah (attendant) , SRN alya, puan azura (attendant) , SRN Nadzirah, and sharon (customer service), ward clerk madam Fala, staff Emergency n doctor in Emergency, staff OT.. keep doing your job very well..good luck in your career..",,,1Positive#Staff
639,Thank you Datuk Dr Pang kk and all the nurses for the excellent service.,,,1Positive#Staff
640,"A big thank you to Dr Choo and nurses for the care throughout my hospitalisation period. The nurses were constantly taking care of me and were very helpful when I needed help. Special thanks to the nurses from O and G - Ms Tan Huay Xin, Ms Liyana, Ms Alya, Ms Ong Bee Moon, Ms Ummi and all the nurses.",,,1Positive#Staff
641,Thank you doctor for my son operation...we so happy for good service doctor give to us.. Thank you again,,,1Positive#Staff
642,Excellent service from Doctor and staff here. Thank you Aishah staff nurse,,,1Positive#Staff
643,"Everything is perfect. All the nurses are kind. Not to forget, all the staffs from each department are super nice. From the administration, guards and all. The food is also good. Lot of thanks to Doctor Khaw G.E for treating me very nicely. The environment is nice and clean. Thank you!",,,1Positive#Facilities#Staff
